,maker,model,model_detail,year
2165,기아,쏘렌토,쏘렌토,2004
2166,기아,쏘렌토,쏘렌토,2003
2167,기아,쏘렌토,쏘렌토,2002
2199,기아,쏘울,쏘울 부스터 EV,2021
2200,기아,쏘울,쏘울 부스터 EV,2020
2201,기아,쏘울,쏘울 부스터 EV,2019
2203,기아,쏘울,쏘울 부스터,2021
2204,기아,쏘울,쏘울 부스터,2020
2205,기아,쏘울,쏘울 부스터,2019
2207,기아,쏘울,더 뉴 쏘울,2019
2208,기아,쏘울,더 뉴 쏘울,2018
2209,기아,쏘울,더 뉴 쏘울,2017
2210,기아,쏘울,더 뉴 쏘울,2016
2212,기아,쏘울,쏘울 EV,2018
2213,기아,쏘울,쏘울 EV,2017
2214,기아,쏘울,쏘울 EV,2016
2215,기아,쏘울,쏘울 EV,2015
2216,기아,쏘울,쏘울 EV,2014
2218,기아,쏘울,올 뉴 쏘울,2016
2219,기아,쏘울,올 뉴 쏘울,2015
2220,기아,쏘울,올 뉴 쏘울,2014
2221,기아,쏘울,올 뉴 쏘울,2013
2223,기아,쏘울,쏘울,2013
2224,기아,쏘울,쏘울,2012
2225,기아,쏘울,쏘울,2011
2226,기아,쏘울,쏘울,2010
2227,기아,쏘울,쏘울,2009
2228,기아,쏘울,쏘울,2008
2230,기아,아벨라,,1999
2231,기아,아벨라,,1998
2232,기아,아벨라,,1997
2233,기아,아벨라,,1996
2234,기아,아벨라,,1995
2236,기아,엔터프라이즈,,2003
2237,기아,엔터프라이즈,,2002
2238,기아,엔터프라이즈,,2001
2239,기아,엔터프라이즈,,2000
2240,기아,엔터프라이즈,,1999
2241,기아,엔터프라이즈,,1998
2242,기아,엔터프라이즈,,1997
2244,기아,엘란,,2000
2245,기아,엘란,,1999
2246,기아,엘란,,1998
2247,기아,엘란,,1997
2248,기아,엘란,,1996
2280,기아,오피러스,오피러스 프리미엄,2012
2281,기아,오피러스,오피러스 프리미엄,2011
2282,기아,오피러스,오피러스 프리미엄,2010
2283,기아,오피러스,오피러스 프리미엄,2009
2285,기아,오피러스,뉴오피러스,2009
2286,기아,오피러스,뉴오피러스,2008
2287,기아,오피러스,뉴오피러스,2007
2288,기아,오피러스,뉴오피러스,2006
2290,기아,오피러스,오피러스,2006
2291,기아,오피러스,오피러스,2005
2292,기아,오피러스,오피러스,2004
2293,기아,오피러스,오피러스,2003
2295,기아,옵티마,,2005
2296,기아,옵티마,,2004
2297,기아,옵티마,,2003
2298,기아,옵티마,,2002
2299,기아,옵티마,,2001
2300,기아,옵티마,,2000
2332,기아,카니발,카니발 4세대,2022
2333,기아,카니발,카니발 4세대,2021
2334,기아,카니발,카니발 4세대,2020
2336,기아,카니발,더 뉴 카니발,2020
2337,기아,카니발,더 뉴 카니발,2019
2338,기아,카니발,더 뉴 카니발,2018
2340,기아,카니발,올 뉴 카니발,2018
2341,기아,카니발,올 뉴 카니발,2017
2342,기아,카니발,올 뉴 카니발,2016
2343,기아,카니발,올 뉴 카니발,2015
2344,기아,카니발,올 뉴 카니발,2014
2346,기아,카니발,카니발 R,2014
2347,기아,카니발,카니발 R,2013
2348,기아,카니발,카니발 R,2012
2349,기아,카니발,카니발 R,2011
2350,기아,카니발,카니발 R,2010
2352,기아,카니발,뉴카니발,2010
2353,기아,카니발,뉴카니발,2009
2354,기아,카니발,뉴카니발,2008
2355,기아,카니발,뉴카니발,2007
2356,기아,카니발,뉴카니발,2006
2358,기아,카니발,그랜드 카니발,2010
2359,기아,카니발,그랜드 카니발,2009
2360,기아,카니발,그랜드 카니발,2008
2361,기아,카니발,그랜드 카니발,2007
2362,기아,카니발,그랜드 카니발,2006
2363,기아,카니발,그랜드 카니발,2005
2365,기아,카니발,카니발 II,2006
2366,기아,카니발,카니발 II,2005
2367,기아,카니발,카니발 II,2004
2368,기아,카니발,카니발 II,2003
2369,기아,카니발,카니발 II,2002
2370,기아,카니발,카니발 II,2001
2372,기아,카니발,카니발,2001
2373,기아,카니발,카니발,2000
2374,기아,카니발,카니발,1999
2375,기아,카니발,카니발,1998
2407,기아,카렌스,더 뉴 카렌스,2018
2408,기아,카렌스,더 뉴 카렌스,2017
2409,기아,카렌스,더 뉴 카렌스,2016
2411,기아,카렌스,올 뉴 카렌스,2016
2412,기아,카렌스,올 뉴 카렌스,2015
2413,기아,카렌스,올 뉴 카렌스,2014
2414,기아,카렌스,올 뉴 카렌스,2013
2416,기아,카렌스,뉴카렌스,2013
2417,기아,카렌스,뉴카렌스,2012
2418,기아,카렌스,뉴카렌스,2011
2419,기아,카렌스,뉴카렌스,2010
2420,기아,카렌스,뉴카렌스,2009
2421,기아,카렌스,뉴카렌스,2008
2422,기아,카렌스,뉴카렌스,2007
2423,기아,카렌스,뉴카렌스,2006
2425,기아,카렌스,카렌스 II,2006
2426,기아,카렌스,카렌스 II,2005
2427,기아,카렌스,카렌스 II,2004
2428,기아,카렌스,카렌스 II,2003
2429,기아,카렌스,카렌스 II,2002
2431,기아,카렌스,카렌스,2002
2432,기아,카렌스,카렌스,2001
2433,기아,카렌스,카렌스,2000
2434,기아,카렌스,카렌스,1999
2436,기아,카스타,,2002
2437,기아,카스타,,2001
2438,기아,카스타,,2000
2439,기아,카스타,,1999
2441,기아,캐피탈,,1997
2442,기아,캐피탈,,1996
2443,기아,캐피탈,,1995
2445,기아,콩코드,,1995
2477,기아,크레도스,크레도스 2,2000
2478,기아,크레도스,크레도스 2,1999
2479,기아,크레도스,크레도스 2,1998
2481,기아,크레도스,크레도스,1998
2482,기아,크레도스,크레도스,1997
2483,기아,크레도스,크레도스,1996
2484,기아,크레도스,크레도스,1995
2486,기아,타우너,,2003
2487,기아,타우너,,2002
2488,기아,타우너,,2001
2489,기아,타우너,,2000
2491,기아,파크타운,,2000
2492,기아,파크타운,,1999
2493,기아,파크타운,,1998
2525,기아,포르테,포르테 해치백,2013
2526,기아,포르테,포르테 해치백,2012
2527,기아,포르테,포르테 해치백,2011
2528,기아,포르테,포르테 해치백,2010
2530,기아,포르테,포르테 쿱,2013
2531,기아,포르테,포르테 쿱,2012
2532,기아,포르테,포르테 쿱,2011
2533,기아,포르테,포르테 쿱,2010
2534,기아,포르테,포르테 쿱,2009
2536,기아,포르테,포르테,2013
2537,기아,포르테,포르테,2012
2538,기아,포르테,포르테,2011
2539,기아,포르테,포르테,2010
2540,기아,포르테,포르테,2009
2541,기아,포르테,포르테,2008
2573,기아,포텐샤,뉴포텐샤,2002
2574,기아,포텐샤,뉴포텐샤,2001
2575,기아,포텐샤,뉴포텐샤,2000
2576,기아,포텐샤,뉴포텐샤,1999
2577,기아,포텐샤,뉴포텐샤,1998
2578,기아,포텐샤,뉴포텐샤,1997
2580,기아,포텐샤,포텐샤,1997
2581,기아,포텐샤,포텐샤,1996
2582,기아,포텐샤,포텐샤,1995
2614,기아,프라이드,더 뉴 프라이드,2017
2615,기아,프라이드,더 뉴 프라이드,2016
2616,기아,프라이드,더 뉴 프라이드,2015
2617,기아,프라이드,더 뉴 프라이드,2014
2619,기아,프라이드,올 뉴 프라이드,2014
2620,기아,프라이드,올 뉴 프라이드,2013
2621,기아,프라이드,올 뉴 프라이드,2012
2622,기아,프라이드,올 뉴 프라이드,2011
2624,기아,프라이드,프라이드(신형),2011
2625,기아,프라이드,프라이드(신형),2010
2626,기아,프라이드,프라이드(신형),2009
2627,기아,프라이드,프라이드(신형),2008
2628,기아,프라이드,프라이드(신형),2007
2629,기아,프라이드,프라이드(신형),2006
2630,기아,프라이드,프라이드(신형),2005
2632,기아,프라이드,프라이드,2000
2633,기아,프라이드,프라이드,1999
2634,기아,프라이드,프라이드,1998
2635,기아,프라이드,프라이드,1997
2636,기아,프라이드,프라이드,1996
2637,기아,프라이드,프라이드,1995
2638,기아,프라이드,프라이드,1994
2640,기아,프레지오,,2004
2641,기아,프레지오,,2003
2642,기아,프레지오,,2002
2643,기아,프레지오,,2001
2644,기아,프레지오,,2000
2645,기아,프레지오,,1999
2646,기아,프레지오,,1998
2649,쉐보레(GM대우),G2X,,2008
2650,쉐보레(GM대우),G2X,,2007
2652,쉐보레(GM대우),넥시아,,1996
2653,쉐보레(GM대우),넥시아,,1995
2685,쉐보레(GM대우),누비라,누비라 2,2002
2686,쉐보레(GM대우),누비라,누비라 2,2001
2687,쉐보레(GM대우),누비라,누비라 2,2000
2688,쉐보레(GM대우),누비라,누비라 2,1999
2690,쉐보레(GM대우),누비라,누비라,1999
2691,쉐보레(GM대우),누비라,누비라,1998
2692,쉐보레(GM대우),누비라,누비라,1997
2724,쉐보레(GM대우),다마스,뉴 다마스,2022
2725,쉐보레(GM대우),다마스,뉴 다마스,2021
2726,쉐보레(GM대우),다마스,뉴 다마스,2020
2727,쉐보레(GM대우),다마스,뉴 다마스,2019
2728,쉐보레(GM대우),다마스,뉴 다마스,2018
2729,쉐보레(GM대우),다마스,뉴 다마스,2017
2730,쉐보레(GM대우),다마스,뉴 다마스,2016
2731,쉐보레(GM대우),다마스,뉴 다마스,2015
2732,쉐보레(GM대우),다마스,뉴 다마스,2014
2733,쉐보레(GM대우),다마스,뉴 다마스,2013
2734,쉐보레(GM대우),다마스,뉴 다마스,2012
2735,쉐보레(GM대우),다마스,뉴 다마스,2011
2736,쉐보레(GM대우),다마스,뉴 다마스,2010
2737,쉐보레(GM대우),다마스,뉴 다마스,2009
2738,쉐보레(GM대우),다마스,뉴 다마스,2008
2740,쉐보레(GM대우),다마스,다마스 II,2007
2741,쉐보레(GM대우),다마스,다마스 II,2006
2742,쉐보레(GM대우),다마스,다마스 II,2005
2743,쉐보레(GM대우),다마스,다마스 II,2004
2744,쉐보레(GM대우),다마스,다마스 II,2003
2746,쉐보레(GM대우),다마스,다마스,2003
2747,쉐보레(GM대우),다마스,다마스,2002
2748,쉐보레(GM대우),다마스,다마스,2001
2749,쉐보레(GM대우),다마스,다마스,2000
2781,쉐보레(GM대우),라노스,라노스 II,2002
2782,쉐보레(GM대우),라노스,라노스 II,2001
2783,쉐보레(GM대우),라노스,라노스 II,2000
2785,쉐보레(GM대우),라노스,라노스,2000
2786,쉐보레(GM대우),라노스,라노스,1999
2787,쉐보레(GM대우),라노스,라노스,1998
2788,쉐보레(GM대우),라노스,라노스,1997
2789,쉐보레(GM대우),라노스,라노스,1996
2821,쉐보레(GM대우),라보,뉴 라보,2022
2822,쉐보레(GM대우),라보,뉴 라보,2021
2823,쉐보레(GM대우),라보,뉴 라보,2020
2824,쉐보레(GM대우),라보,뉴 라보,2019
2825,쉐보레(GM대우),라보,뉴 라보,2018
2826,쉐보레(GM대우),라보,뉴 라보,2017
